"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
916,656794,"Newcomb, Sean",926,98.9,0.218,0.109,0.286,0.327,0.282,0.308,0.251,46,211,85.7,8.3,2454,89.7,88.52,100,403,513,-1.2000000000000028,5.71,108,149,115,145,292,321,293,"8.58","-8.58","68.7","6.9","1.90926339",239,157,32,7,5,2,55,23,21,8.8,2.48622,0.40066,0.15926,0.06627,"91.6",149,36.30573248407643,5.7324840764331215,3.765690376569038,5.81,2.71,0.07,2.39,0.307,9,"-0.936681223",0.336,0.357,"0.936681223",-0.033,-0.029000000000000026,-0.03,-0.026,24.8,"25.9",5.473939276131322,4.01165262861135,32.97605157041354,0.44696969696969696,36.107529034319946,26.0115138008339
916,669199,"Bachar, Lake",916,100,0.209,0.164,0.244,0.373,0.296,0.299,0.21,42,201,89.2,18.5,2686,89.8,89.08,134,425,491,-0.7000000000000028,5.88,114,151,116,149,302,327,299,"5.591","-5.591","69.5","7.6","5.215920899",229,144,27,6,0,9,59,25.8,21,9.2,2.31056,0.53802,0.25561,-0.13135,"92.1",162,38.88888888888889,9.722222222222223,6.11353711790393,5.81,-1.66,0.04,2.16,0.294,14,"-0.610371179",0.297,0.372,"0.610371179",-0.001,-0.0030000000000000027,0.001,-0.003,31.5,"39.2",11.954870143550794,-5.19681058465042,31.661206129190138,0.5326876513317191,37.61588580032977,32.51870768637037
910,663687,"Harris, Hogan",918,99.1,0.235,0.126,0.327,0.361,0.32,0.294,0.204,43,183,85.8,13.4,2377,88,88.13,108,394,516,0.09999999999999432,6.56,109,149,116,148,299,326,298,"0.742","-0.742","68.8","6.9","2.251936007",217,119,32,5,0,6,65,30,28,12.9,2.42501,0.65493,0.27649,-0.10072,"90.5",156,31.932773109243694,6.722689075630252,3.686635944700461,6.05,2.12,-0.28,2.31,0.35,8,"-0.081538462",0.325,0.32,"0.081538462",0.031,0.024999999999999967,0.041,0.026,27.4,"57.1",6.135995014999927,2.7367990333294054,32.27557660005054,0.35410764872521244,35.97907980345158,28.34586550994232
908,670970,"Morejon, Adrian",917,99,0.225,0.069,0.303,0.294,0.256,0.251,0.217,49,218,86.1,0.5,2220,95.9,95.61,157,467,441,-0.30000000000001137,6.24,113,148,118,148,301,324,294,"8.79","-8.79","68.9","6.9","2.151576248",237,155,40,6,0,3,64,27,15,6.3,1.99992,0.51019,0.77492,-0.2579,"91.3",131,31.16883116883117,1.948051948051948,1.2658227848101267,5.92,2.61,0.07,2.41,0.283,3,"-0.968061674",0.276,0.291,"0.968061674",0.008,0.006999999999999951,0.003,0.005,33.6,"41.4",4.6085633033410005,6.499898574018725,32.3212948246458,0.43387470997679817,36.43977570500051,25.726032252892836
891,687562,"Bennett, Jake",895,99.6,0.224,0.093,0.254,0.316,0.254,0.273,0.229,53,237,84.9,10.5,2081,88.7,90.07,113,474,417,1.3999999999999915,7.12,108,150,119,147,293,317,292,"14.279","-14.279","68.7","7.1","3.432524223",256,197,41,7,0,5,46,18,11,4.3,2.4242,0.50618,0.90807,-0.49081,"91.3",141,36.04060913705584,5.583756345177665,4.296875,5.66,3.02,0.15,2.34,0.261,11,"-1.602581369",0.267,0.362,"1.602581369",-0.005,-0.006000000000000005,-0.046,-0.019,23.8,"32.2",7.632001437417057,0.035338333358058874,31.79730943303754,0.44086021505376344,37.37209463897026,30.335719344512086
888,670245,"Watson, Ryan",888,100,0.251,0.181,0.279,0.433,0.328,0.364,0.283,54,215,88.4,14.9,2144,89.3,90.58,102,441,447,1.2999999999999972,7.04,112,149,121,149,287,317,292,"-2.713","2.713","69.7","7.2","2.72695123",240,175,33,11,2,8,43,17.9,19,7.9,2.38554,0.49222,-0.02729,0.04432,"92.2",160,38.50574712643678,11.494252873563218,8.333333333333332,5.5,-1.1,0.06,2.2,0.319,20,"0.305518018",0.351,0.488,"-0.305518018",-0.032,-0.03199999999999997,-0.055,-0.036,23.1,"35.4",8.426113604956917,0.16126629148201446,31.200365532873143,0.47685185185185186,35.84444255853753,29.754307885048732
880,677865,"Bruihl, Justin",886,99.3,0.26,0.087,0.302,0.347,0.309,0.315,0.255,51,196,85.5,7.3,2243,84.6,84.94,72,392,488,0.30000000000001137,6.72,109,147,113,147,300,320,295,"0.687","-0.687","69.4","7.1","2.842895334",231,165,38,11,0,2,38,16.5,20,8.7,3.17701,0.08684,0.14277,-0.15311,"91.5",140,36.36363636363637,4.242424242424243,3.0303030303030303,4.86,3.48,0.09,2.27,0.343,7,"-0.078068182",0.345,0.35,"0.078068182",0.005,-0.0019999999999999463,-0.003,-0.006,18.4,"26.3",8.35820073284979,-2.8885755429797255,32.74282924373906,0.49604221635883905,36.936968266979314,32.47976425009261
876,702193,"Morris, Andrew",881,99.4,0.246,0.084,0.317,0.33,0.284,0.264,0.215,47,191,85.4,10.7,2089,92.4,92.33,94,414,462,-0.10000000000000853,6.23,112,148,118,148,292,323,291,"7.529","-7.529","69.5","6.9","2.39532917",212,143,38,5,1,3,51,24.1,16,7.5,1.74309,0.96514,0.12688,-0.16663,"90.8",160,32.86713286713287,2.797202797202797,1.8867924528301887,6.46,-1.43,0.13,2.29,0.308,4,"-0.859474886",0.281,0.305,"0.859474886",0.031,0.02699999999999997,0.025,0.02,22.7,"59.9",6.147489481138911,3.931641383376617,31.171496732210613,0.43640897755610975,36.78395111373924,26.888528305236175
876,675848,"Mejia, Juan",886,98.9,0.269,0.099,0.341,0.368,0.326,0.322,0.254,49,182,89.4,12.4,2609,92.1,91.93,112,420,456,-0.19999999999998863,5.98,109,148,118,147,301,330,299,"-0.712","0.712","68.8","7.0","3.466778018",213,137,40,4,1,4,48,22.5,26,12.2,2.23904,0.47376,-0.16717,-0.04087,"91.9",164,39.705882352941174,3.6764705882352944,2.3474178403755865,5.88,-1.92,0.14,2.52,0.363,5,"0.081278539",0.353,0.371,"-0.081278539",0.015,0.010000000000000009,-0.003,0.004,26.7,"35.3",5.937942367803307,3.3393581571007354,31.81712975681645,0.39348370927318294,36.43606294654946,26.502863013344
874,676760,"Marinaccio, Ron",875,99.9,0.272,0.21,0.297,0.482,0.361,0.339,0.262,53,195,89.1,15.5,2202,88,88.48,107,417,457,0.5,6.74,116,149,123,150,302,326,301,"-4.924","4.924","69.9","7.1","2.697623316",218,155,34,7,2,10,40,18.3,19,8.7,2.37527,0.62169,0.86649,-0.34262,"92.0",168,40.64516129032258,7.741935483870968,5.5045871559633035,5,-3.06,-0.07,2.28,0.349,12,"0.563386728",0.339,0.432,"-0.563386728",0.01,0.009999999999999953,0.05,0.022,25.7,"27.0",7.812993446607717,0.4406926797689167,32.85341765834572,0.4223918575063613,36.10643254058533,29.835355300793545
864,656546,"Hoffman, Jeff",876,98.6,0.258,0.132,0.394,0.39,0.313,0.283,0.21,47,182,86.9,9.6,2454,90.8,91.17,164,437,427,0.4000000000000057,6.53,112,147,116,149,289,320,291,"-0.617","0.617","69.3","7.3","4.355580521",207,113,33,8,2,4,72,34.8,17,8.2,2.31927,0.46952,0.57434,-0.30733,"90.8",151,33.92857142857143,8.035714285714286,4.3478260869565215,5.62,-2.67,0.07,2.17,0.333,9,"0.071412037",0.302,0.321,"-0.071412037",0.048,0.031000000000000028,0.069,0.03,37.5,"32.4",10.189091675496394,-3.530582498076042,31.849463943300503,0.47183098591549294,37.776045282948985,31.838577420815305
857,691799,"Taylor, Grant",857,100,0.198,0.104,0.293,0.302,0.254,0.233,0.175,38,192,88.6,10.9,2434,93,94.56,123,404,453,1.5999999999999943,7.17,111,149,117,147,296,326,297,"12.233","-12.233","67.2","6.8","3.597566981",212,120,26,8,0,4,74,34.9,18,8.5,2.25756,0.41716,0.02082,0.0058,"91.3",163,40.33613445378151,6.722689075630252,3.7735849056603774,5.9,-0.62,0.09,2.41,0.264,8,"-1.427421237",0.247,0.262,"1.427421237",0.023,0.017000000000000015,0.04,0.021,30.4,"58.2",4.614231926442936,7.367449504329622,30.605305027302006,0.3756345177664975,35.6337284793837,25.699549115880533
848,665622,"Medina, Luis",854,99.3,0.258,0.126,0.35,0.385,0.329,0.324,0.238,47,182,89.2,14.4,2327,92.6,92.34,112,361,487,-0.29999999999999716,6.15,111,148,117,148,301,323,298,"-1.776","1.776","69.1","7.2","3.591085556",216,129,33,9,1,4,58,26.9,26,12,2.12233,0.58049,0.45041,0.01063,"91.9",169,39.682539682539684,7.936507936507936,4.62962962962963,6.09,-1.37,0.2,2.25,0.355,10,"0.209433962",0.34,0.392,"-0.209433962",0.02,0.014999999999999958,-0.007,0.005,31,"40.4",9.485976740811166,-1.2265036900339585,32.2597513975574,0.48881789137380194,36.52039215138546,29.15223971466832
846,680755,"Fisher, Braydon",853,99.2,0.217,0.15,0.264,0.367,0.304,0.307,0.215,39,180,87.6,10.4,2328,87.7,86.4,101,376,470,-1.2999999999999972,5.41,109,147,117,149,292,321,289,"-2.201","2.201","68.7","7.4","3.428996122",214,133,25,7,1,6,52,24.3,26,12.1,2.78758,0.19732,-0.03827,0.01336,"91.8",145,40.6015037593985,12.030075187969924,7.476635514018691,6.56,0.49,0.21,2.32,0.321,16,"0.260165485",0.324,0.351,"-0.260165485",0.002,-0.0030000000000000027,0.016,-0.003,26.9,"48.9",11.928791535176822,-6.945428433883859,31.124545372156376,0.5248618784530387,37.43687162020163,32.574411112161435
839,593974,"Peralta, Wandy",845,99.3,0.254,0.132,0.283,0.386,0.318,0.321,0.264,50,197,86.8,7.1,2141,92.7,91.77,94,428,411,-0.9000000000000057,5.76,115,149,120,150,300,326,299,"1.571","-1.571","70.8","7.4","3.063713781",221,165,35,9,1,5,33,14.9,21,9.5,2.05111,0.61702,1.056,-0.05723,"91.2",138,33.939393939393945,4.242424242424243,3.167420814479638,5.97,0.49,0.16,2.01,0.332,7,"-0.187246722",0.341,0.384,"0.187246722",-0.01,-0.009000000000000008,0.002,-0.003,22,"41.5",10.369006149748008,-2.344337444659423,33.29357793432676,0.48894348894348894,37.21410654243009,31.259964998164545
838,664141,"Brubaker, JT",840,99.8,0.22,0.124,0.247,0.344,0.283,0.328,0.259,41,186,88,14.4,2323,90.3,89.49,78,372,466,-0.7999999999999972,5.73,112,149,117,148,295,322,298,"7.23","-7.23","70.1","7.3","3.622740285",211,154,28,7,2,4,36,17.1,20,9.5,2.30949,0.49536,0.74011,-0.07266,"91.8",165,36.36363636363637,5.844155844155844,4.265402843601896,6.23,-2.26,0.09,2.17,0.294,9,"-0.862768496",0.329,0.424,"0.862768496",-0.039,-0.03500000000000003,-0.08,-0.045,21,"45.7",11.072232004548727,-2.6259402068105353,32.303322070780304,0.5521978021978022,37.97859885154397,31.523224254530277
837,663568,"Kolek, Stephen",838,99.9,0.262,0.186,0.28,0.448,0.328,0.303,0.262,55,210,88.2,10.2,2241,90,90.07,80,404,433,0.09999999999999432,6.24,113,149,119,150,290,325,293,"-1.195","1.195","70.0","7.0","2.812277231",224,176,34,11,2,8,34,15.2,12,5.4,2.38349,0.44751,0.36429,-0.07966,"91.9",145,37.35632183908046,6.896551724137931,5.357142857142857,5.41,-2.14,0.04,2.37,0.308,12,"0.142771804",0.309,0.38,"-0.142771804",0,-0.0010000000000000009,0.068,0.025,19.8,"34.3",6.889187035341159,3.519037219499855,32.86566385866975,0.44836272040302266,35.430769604197174,28.34638997084943
835,686973,"Varland, Louis",839,99.5,0.196,0.042,0.308,0.238,0.222,0.217,0.184,37,189,86.6,2.4,2266,93.5,94.43,128,431,404,0.9000000000000057,6.88,112,148,117,150,290,320,293,"17.277","-17.277","68.8","7.1","3.443227092",204,118,31,5,0,1,72,35.3,14,6.9,2.21018,0.4241,0.29295,-0.20198,"91.0",145,34.74576271186441,2.5423728813559325,1.4705882352941175,5.39,-2.94,0.1,2.03,0.25,3,"-2.069101796",0.24,0.243,"2.069101796",0.012,0.010000000000000009,-0.005,0.005,29.7,"39.2",5.368194831423458,5.660824709145308,32.351123716411266,0.4343675417661098,38.0356585214318,25.867846218271488
829,671922,"Smith, Cade",832,99.6,0.221,0.116,0.321,0.337,0.265,0.28,0.217,40,181,91.7,15.1,1867,92.9,94.52,140,412,417,1.5999999999999943,7.36,114,149,121,149,300,326,300,"4.232","-4.232","68.3","6.9","2.512641369",197,116,27,9,0,4,68,34.5,12,6.1,1.913,0.77225,0.37876,-0.2379,"91.5",169,43.103448275862064,9.482758620689655,5.583756345177665,5.68,-2.29,-0.04,2.28,0.269,11,"-0.510494572",0.269,0.367,"0.510494572",0.004,0,-0.03,-0.015,34,"38.4",6.334075167539293,4.393693506694918,31.67951908533005,0.41475826972010177,37.74305262881218,26.590891054073087
828,607074,"Rodón, Carlos",828,100,0.195,0.11,0.261,0.305,0.28,0.296,0.212,32,164,89.4,13.4,2306,90.7,90.4,115,399,429,-0.29999999999999716,6.13,111,149,120,150,289,324,291,"5.429","-5.429","70.0","7.3","3.306249822",194,115,20,9,0,3,52,26.8,26,13.4,1.97013,0.82465,0.56679,-0.2707,"91.2",158,35.65217391304348,5.217391304347826,3.0927835051546393,6.3,2.38,-0.09,2.29,0.306,6,"-0.655676329",0.323,0.324,"0.655676329",-0.017,-0.017000000000000015,-0.019,-0.016,28.8,"45.3",9.945009251768825,-1.5018662255928366,32.16990415424913,0.5113350125944585,36.06311617642469,29.976429536816823
828,605280,"Holmes, Clay",828,100,0.206,0.088,0.252,0.294,0.258,0.306,0.251,40,194,89.8,5.1,2184,89.3,88.35,86,392,436,-1,5.86,111,149,118,150,297,320,299,"10.302","-10.302","70.6","7.5","3.251925835",215,150,29,8,0,3,45,20.9,18,8.4,2.98013,-0.07504,0.43863,-0.16229,"92.2",116,44,5.333333333333334,3.7209302325581395,6.37,-1.31,-0.01,2.12,0.276,8,"-1.244202899",0.32,0.366,"1.244202899",-0.045,-0.043999999999999984,-0.072,-0.048,21.9,"40.6",12.24615391842466,-4.106336777637001,34.62839254420356,0.533678756476684,37.348170692629196,31.282796367320127
822,687396,"Headrick, Brent",825,99.6,0.211,0.085,0.299,0.296,0.255,0.266,0.22,42,199,86.5,16.2,2159,90.1,90.86,144,445,377,0.8000000000000114,6.91,109,149,119,149,289,324,290,"14.51","-14.51","69.2","7.3","4.733311142",219,139,30,9,1,2,63,28.8,17,7.8,1.86265,0.9883,0.41933,-0.1585,"91.6",168,37.410071942446045,4.316546762589928,2.73972602739726,6.3,1.74,0.07,2.01,0.273,6,"-1.765206813",0.282,0.319,"1.765206813",-0.009,-0.008999999999999952,-0.023,-0.011,32.4,"40.0",10.846898587764336,-5.049299164088592,32.136746404912465,0.47235023041474655,36.760448777505836,32.193741993462055
822,686613,"Brown, Hunter",822,100,0.192,0.114,0.239,0.305,0.291,0.297,0.196,32,167,86.2,7.6,2206,91.9,92.55,98,333,489,0.5999999999999943,6.76,111,149,112,150,292,326,293,"4.417","-4.417","70.2","7.1","2.999121756",200,118,23,4,0,5,50,25,28,14,2.23627,0.50221,0.50807,-0.02785,"91.5",140,39.83050847457627,5.932203389830509,3.5000000000000004,6.08,-2.05,-0.23,2.48,0.32,7,"-0.537347932",0.323,0.323,"0.537347932",-0.004,-0.0030000000000000027,-0.018,-0.006,29.4,"53.6",8.219002512780353,3.8693782861105106,31.89110685622335,0.4582043343653251,36.567984240632164,28.17779591089217
820,608566,"Márquez, Germán",822,99.8,0.27,0.254,0.27,0.524,0.375,0.359,0.262,50,185,88.6,16.7,2315,90.4,88.66,79,395,425,-1.7000000000000028,5.32,116,149,121,151,300,326,302,"-15.291","15.291","70.1","7.3","3.840927971",211,153,27,11,0,12,34,16.1,22,10.4,2.14938,0.69218,0.60203,-0.09138,"92.4",165,44.44444444444444,9.803921568627452,7.109004739336493,6.05,-1.36,0.11,2.04,0.351,15,"1.864756098",0.346,0.478,"-1.864756098",0.008,0.0050000000000000044,0.046,0.016,20,"38.5",10.729400173449363,-3.03451901491315,34.820320642932785,0.49852507374631266,35.62939356251575,31.533766103049796
816,656638,"Lange, Alex",816,100,0.258,0.153,0.328,0.411,0.348,0.344,0.247,42,163,89.6,9.7,2151,91.7,91.83,103,376,440,0.09999999999999432,6.36,114,147,118,149,291,321,292,"-3.875","3.875","69.9","7.4","3.170924846",193,120,27,9,2,4,44,22.8,24,12.4,2.43869,0.28556,0.75485,-0.11973,"91.9",146,41.66666666666667,12.5,7.772020725388601,5.82,-1.85,0.01,2.03,0.368,15,"0.474877451",0.359,0.415,"-0.474877451",0.011,0.009000000000000008,-0.004,0.004,27.4,"41.2",11.247587516038665,-4.648199495077844,33.094981622562045,0.5401069518716578,36.70630924225785,31.940883633586957
811,663460,"Bubic, Kris",812,99.9,0.2,0.122,0.256,0.322,0.286,0.327,0.24,36,180,89.1,12.3,2260,88.3,89.02,99,380,431,0.7000000000000028,6.73,109,151,124,150,293,320,286,"4.386","-4.386","69.2","7.0","2.413688851",207,129,23,8,1,4,51,24.6,26,12.6,2.33593,0.61035,0.15332,-0.12735,"91.4",165,39.84375,7.8125,4.830917874396135,5.61,2.05,0.06,2.36,0.304,10,"-0.54081381",0.34,0.395,"0.54081381",-0.04,-0.03600000000000003,-0.073,-0.041,26.1,"38.1",6.518057443933401,3.9090840795799915,32.80520595457464,0.4650537634408602,36.477163945588444,27.163065530166463
805,656271,"Burke, Brock",822,97.9,0.205,0.141,0.245,0.346,0.293,0.319,0.237,38,185,87,16.3,2248,91.5,92.14,104,365,440,0.5999999999999943,6.72,109,149,114,147,295,323,292,"1.441","-1.441","70.0","7.2","3.036311351",218,144,22,10,2,4,43,19.7,29,13.3,1.89236,0.85576,0.67138,-0.09406,"91.3",167,31.386861313868614,8.02919708029197,5.045871559633028,6.34,1.72,-0.06,2.46,0.318,11,"-0.179006211",0.348,0.379,"0.179006211",-0.032,-0.02999999999999997,-0.033,-0.026,28.5,"43.8",9.160964901790862,-0.5811526467202224,31.078276552483484,0.4733893557422969,37.066681911806405,30.245177277333266
804,595345,"Okert, Steven",805,99.9,0.17,0.115,0.21,0.286,0.233,0.251,0.185,31,182,85.9,28.3,2360,84.4,84.43,122,400,404,0,6.33,113,149,111,149,290,323,289,"13.04","-13.04","69.8","7.4","3.282693949",200,131,21,4,1,5,54,27,12,6,2.39989,0.83224,-0.19232,0.04425,"91.0",169,31.007751937984494,4.651162790697675,3,5.86,3.13,-0.16,2.44,0.232,6,"-1.621890547",0.247,0.316,"1.621890547",-0.015,-0.014999999999999986,-0.03,-0.018,30.5,"33.8",12.859677275625137,-7.389566345470067,31.304202255278295,0.4782608695652174,36.9783731960754,33.87012089061886
800,700669,"Graceffo, Gordon",804,99.5,0.189,0.124,0.201,0.314,0.271,0.349,0.257,35,185,91.9,10.1,2134,91.1,91.16,61,350,450,0.10000000000000853,6.31,111,148,114,148,302,320,295,"8.55","-8.55","70.3","7.1","2.582028424",215,154,22,8,0,5,34,15.8,25,11.6,2.29336,0.47371,0.39853,-0.06518,"92.5",155,45.45454545454545,11.03896103896104,7.906976744186046,5.97,-1.51,-0.06,2.21,0.288,17,"-1.06875",0.347,0.458,"1.06875",-0.068,-0.059,-0.144,-0.078,17.4,"48.8",7.907399303477122,1.250783341617288,32.20131915886423,0.46726190476190477,35.37555381402891,29.172566938812235
798,594580,"Moll, Sam",806,99,0.231,0.128,0.29,0.359,0.317,0.328,0.227,36,156,83.9,7.6,2516,86.7,83.86,80,336,462,-2.799999999999997,4.52,109,148,113,147,293,322,292,"0.125","-0.125","68.4","7.2","4.75895901",192,116,27,3,1,5,46,24,24,12.5,3.21927,-0.14612,0.28799,-0.17125,"91.9",133,34.285714285714285,6.666666666666667,3.6458333333333335,4.83,1.9,-0.07,2.01,0.348,7,"-0.01566416",0.359,0.36,"0.01566416",0.004,-0.01100000000000001,-0.001,-0.011,23.8,"12.6",8.051136559319442,-1.2846277049867894,33.74339514803545,0.4831804281345566,37.11364064330165,30.466829633358568
797,676534,"Faucher, Calvin",802,99.4,0.229,0.054,0.311,0.283,0.298,0.325,0.25,38,166,88.2,6.5,2776,91.4,90.69,85,328,469,-0.7000000000000028,5.87,111,146,111,147,300,324,296,"5.29","-5.29","69.2","7.1","3.017401931",202,123,29,9,0,0,46,22.8,30,14.9,2.68432,0.06348,-0.29861,0.12922,"92.0",136,41.46341463414634,4.878048780487805,2.9702970297029703,5.72,-1.28,0.07,2.09,0.353,6,"-0.663739021",0.371,0.344,"0.663739021",-0.021,-0.018000000000000016,-0.061,-0.027,25.9,"43.9",4.9656700814654,5.751114782908483,33.24939534933111,0.40372670807453415,36.210192861056115,25.971039436231994
796,622608,"Senzatela, Antonio",804,99,0.255,0.112,0.311,0.367,0.3,0.293,0.246,50,196,87.3,10.3,2304,93.4,93.64,97,397,399,0.19999999999998863,6.22,109,148,117,147,301,330,299,"2.354","-2.354","68.0","6.6","1.896192426",216,153,39,4,3,4,45,20.8,17,7.9,1.92877,0.68398,0.24107,0.06328,"91.6",161,40.52287581699346,5.88235294117647,4.166666666666666,5.91,-2.89,0.09,2.52,0.316,9,"-0.295728643",0.308,0.36,"0.295728643",0.009,0.008000000000000007,0.007,0.007,24.4,"40.7",3.1257421151514384,10.257576187784714,31.49132324319646,0.39588688946015427,35.905659374319,22.83232128282026
793,621121,"McCullers Jr., Lance",793,100,0.247,0.211,0.306,0.458,0.359,0.328,0.236,41,166,90.5,13.4,2311,86.8,86.25,92,330,463,-0.5,6,114,148,118,151,294,328,297,"-6.706","6.706","71.1","7.5","2.837498485",195,118,21,12,1,7,48,24.6,27,13.8,2.71974,0.33456,0.02236,0.08339,"92.6",143,47.45762711864407,7.627118644067797,4.615384615384616,5.38,-1.36,0.03,2.12,0.359,9,"0.845649433",0.35,0.378,"-0.845649433",0.011,0.009000000000000008,0.08,0.031,27.9,"31.1",11.9743546051907,-3.257561695154127,33.26463994319704,0.5030864197530864,36.125883428441085,32.25597896880264
792,657097,"Webb, Jacob",792,100,0.241,0.121,0.305,0.362,0.296,0.314,0.249,42,174,89.4,14.1,2414,89.3,89.03,132,406,386,-0.29999999999999716,6.29,112,150,116,152,299,326,301,"-0.807","0.807","70.3","7.3","2.604038889",193,124,33,3,0,6,52,26.9,17,8.8,2.07981,0.82346,0.83142,-0.36954,"92.1",166,46.34146341463415,7.317073170731707,4.66321243523316,5.5,-3.01,-0.09,2.36,0.306,9,"0.101893939",0.317,0.396,"-0.101893939",-0.008,-0.01100000000000001,-0.034,-0.018,32.5,"32.4",11.519072793442874,-1.8896737499124359,31.39780672253669,0.44080604534005036,39.06048363222654,31.34892797337953
791,621112,"Blackburn, Paul",791,100,0.195,0.08,0.227,0.275,0.249,0.29,0.231,39,200,85.8,4.3,2254,89.6,89.39,79,366,425,-0.19999999999998863,6.2,110,147,120,149,290,324,290,"13.694","-13.694","70.0","7.2","3.345889827",220,158,31,4,0,4,42,19.1,19,8.6,2.51537,0.35872,0.32377,0.02268,"91.6",136,32.278481012658226,6.329113924050633,4.545454545454546,5.98,-2.14,-0.06,2.22,0.268,10,"-1.731226296",0.301,0.348,"1.731226296",-0.036,-0.032999999999999974,-0.073,-0.041,21.6,"45.9",9.588006494858368,0.040374070991207434,31.01322766273759,0.480225988700565,37.976247336628056,30.243509855391647
788,669330,"Wells, Tyler",788,100,0.211,0.157,0.258,0.368,0.276,0.278,0.214,39,185,86,25.5,2391,89.4,89.28,125,407,381,-0.10000000000000853,6.17,112,149,117,148,294,321,297,"7.278","-7.278","69.9","7.4","2.537199809",202,135,23,9,1,6,53,26.2,12,5.9,1.86118,1.00268,0.15684,-0.25379,"90.8",169,32.592592592592595,5.9259259259259265,3.9603960396039604,7.03,-0.83,0.07,2.47,0.264,8,"-0.923604061",0.268,0.364,"0.923604061",-0.003,-0.0040000000000000036,0.004,-0.002,30.7,"52.3",11.37644776041817,-5.39360347657185,29.918731844064247,0.5767326732673267,38.22217466773972,31.97230396083623
788,670280,"Bednar, David",792,99.5,0.205,0.099,0.276,0.304,0.257,0.26,0.211,35,171,85.6,4.8,2109,90.2,90.5,129,415,373,0.29999999999999716,6.48,114,147,119,150,285,323,291,"7.755","-7.755","70.3","7.2","3.46590023",188,119,26,4,2,3,53,28.2,14,7.4,2.24604,0.62335,0.46453,-0.08113,"90.9",130,37.81512605042017,4.201680672268908,2.6595744680851063,5.91,-1.8,0.08,2.19,0.271,5,"-0.984137056",0.278,0.299,"0.984137056",-0.006,-0.007000000000000006,0.005,-0.003,31.1,"39.1",10.06480730727692,-3.114624372221123,30.984344984284295,0.5320197044334976,36.942674045308166,30.73683998244284
788,694335,"Svanson, Matt",788,100,0.306,0.144,0.365,0.45,0.363,0.369,0.301,55,180,90.3,16.5,2259,92.2,92.65,72,384,404,0.5,6.54,111,146,114,148,300,320,296,"-7.012","7.012","69.9","7.0","2.351301825",207,143,39,11,0,5,41,19.8,21,10.1,2.23341,0.4676,0.25474,0.04645,"92.4",166,44.75524475524475,6.993006993006993,4.830917874396135,5.56,-1.65,0.22,2.38,0.379,10,"0.889847716",0.377,0.467,"-0.889847716",0.005,0.0020000000000000018,-0.017,-0.006,18.8,"28.0",5.807547987070308,5.848843931057363,32.666956685244436,0.4473684210526316,35.75966487356754,26.04068226500212
